-97.14797211,25.95998764
-97.14819336,25.95918083
-97.15003967,25.9552803
-97.15036011,25.95461082
-97.15545654,25.95243073
-97.15952301,25.9516201
-97.16246796,25.95354843
-97.16243744,25.95364761
-97.16134644,25.95676041
-97.15989685,25.9598217
-97.15918732,25.96133041
-97.15924072,25.96175385
-97.15956879,25.96438026
-97.15959167,25.96458054
-97.1598587,25.96454048
-97.16153717,25.96424294
-97.16412354,25.96392822
-97.17077637,25.96130371
-97.1762085,25.96331787
-97.18017578,25.96331787
-97.18060303,25.96314812
-97.18331146,25.96199036
-97.18792725,25.95887947
-97.19049072,25.95756149
-97.19355011,25.95625114
-97.19703674,25.95726967
-97.20052338,25.9582901
-97.20450592,25.95932961
-97.20752716,25.95940971
-97.20797729,25.96081161
-97.20841217,25.96314049
-97.21009827,25.96349907
-97.21090698,25.96367073
-97.21395111,25.96282005
-97.21486664,25.96202469
-97.21697998,25.96008492
-97.21917725,25.95944214
-97.22366333,25.95799065
-97.23118591,25.95865822
-97.23826599,25.95700073
-97.24131775,25.95542908
-97.2434082,25.95428467
-97.2457962,25.95143318
-97.24591064,25.95129395
-97.25,25.94909668
-97.25512695,25.94830322
-97.25958252,25.95068359
-97.26452637,25.95269775
-97.26959229,25.95227051
-97.27413177,25.951931
-97.27469635,25.95206261
-97.27861786,25.95297813
-97.28105927,25.95536041
-97.28347015,25.95865822
-97.28746033,25.95968819
-97.29000092,25.95882988
-97.2910614,25.95700073
-97.29068756,25.95286179
-97.28778076,25.95007324
-97.28527832,25.94812012
-97.28179932,25.94567871
-97.27941895,25.94329834
-97.27801514,25.94012451
-97.27803802,25.94002342
-97.27862549,25.93731689
-97.28056335,25.93553543
-97.28170776,25.93453979
-97.28295135,25.93465424
-97.28869629,25.93530273
-97.29404449,25.93503761
-97.29727936,25.93494987
-97.29903412,25.93535614
-97.30177307,25.93599129
-97.30375671,25.93650055
-97.30580139,25.9356308
-97.30639648,25.93151855
-97.30651855,25.92828369
-97.30787659,25.92736626
-97.30857849,25.9269104
-97.30912781,25.92692375
-97.3115921,25.92698097
-97.31355286,25.92889023
-97.31520081,25.93077278
-97.31645966,25.93221283
-97.31894684,25.93320084
-97.32038879,25.93271255
-97.32141113,25.93231201
-97.32337952,25.93068695
-97.32458496,25.9296875
-97.32470703,25.92547607
-97.32472992,25.92537498
-97.32580566,25.92047119
-97.3258667,25.92042732
-97.32861328,25.91827583
-97.33190918,25.91827583
-97.33331299,25.92028809
-97.33311462,25.92113304
-97.33286285,25.92198181
-97.332901,25.92222595
-97.33325195,25.92468834
-97.33326721,25.92477036
-97.33442688,25.92480278
-97.33577728,25.92484093
-97.33940887,25.92122078
-97.34089661,25.92173004
-97.34086609,25.92279625
-97.34079742,25.92497063
-97.33977509,25.92644882
-97.3392334,25.92724037
-97.3396759,25.92910194
-97.34111023,25.93145943
-97.34512329,25.93202019
-97.34868622,25.9302597
-97.35229492,25.92712593
-97.35243988,25.92691994
-97.35388184,25.92484093
-97.35560608,25.92187881
-97.35650635,25.92028809
-97.35922241,25.91882896
-97.36062622,25.91806984
-97.3651123,25.9177227
-97.3658905,25.91751671
-97.36968994,25.91650391
-97.37182617,25.91430664
-97.37341309,25.91107178
-97.37310791,25.90710449
-97.37309265,25.90701294
-97.37298584,25.90631294
-97.37197113,25.90556145
-97.37107086,25.9048996
-97.37010956,25.90442848
-97.36907959,25.90393066
-97.3682251,25.89849854
-97.36688232,25.89471245
-97.36590576,25.89190865
-97.36437988,25.89093018
-97.36199951,25.88952637
-97.36199951,25.88939476
-97.36199951,25.88915825
-97.36199951,25.8875103
-97.36293793,25.88695717
-97.3640976,25.88620186
-97.36660767,25.88627052
-97.37063599,25.88590813
-97.37335205,25.88527107
-97.37374115,25.88517761
-97.37408447,25.8850708
-97.3760376,25.88224602
-97.37628174,25.88189888
-97.37628174,25.87908936
-97.37409973,25.87690926
-97.37390137,25.87670708
-97.36938477,25.8770752
-97.36680603,25.87768745
-97.36578369,25.87792969
-97.36230469,25.87829781
-97.36029053,25.87689209
-97.35992432,25.87371826
-97.35995483,25.87364578
-97.36040497,25.87243271
-97.36151123,25.86950684
-97.36260986,25.86767578
-97.36312866,25.86730957
-97.3651123,25.86590576
-97.3671875,25.86450195
-97.36865997,25.86412621
-97.37029266,25.86366844
-97.37330627,25.86148643
-97.37409973,25.85998535
-97.375,25.85827637
-97.375,25.85746193
-97.375,25.85589409
-97.37310791,25.85412598
-97.37060547,25.85272217
-97.36907959,25.85070801
